Crash_ID,Date_ID,Time_ID,Location_ID,Vehicle_ID,Speed_ID,Gender_ID,Age_ID,Road_User_ID,Crashtype_ID,Fatalities
117,18,91,6,1,10,1,7,3,1,1
118,18,92,1,1,6,1,59,2,2,1
119,18,93,1,1,5,2,60,4,1,1
120,18,94,1,1,7,1,10,1,1,1
121,18,81,1,1,7,1,54,3,2,1
122,18,13,6,1,3,1,20,1,2,1
123,19,95,6,1,10,1,61,1,1,1
124,19,42,5,2,3,1,40,1,1,1
125,19,15,3,2,10,1,14,1,2,1
126,19,96,6,1,6,1,26,4,1,1
127,19,75,1,1,3,1,20,3,2,1
128,19,75,3,1,1,1,51,5,1,1
129,19,97,5,1,3,1,19,3,1,1
130,19,98,1,1,10,1,6,3,1,1
131,19,45,5,4,7,2,62,4,1,1
132,19,99,5,1,6,2,35,1,1,1
133,19,22,3,1,10,2,63,1,2,2
134,19,22,3,1,10,2,2,1,2,2
135,19,100,1,1,10,2,24,1,2,2
136,19,100,1,1,10,1,42,2,2,2
137,19,101,6,1,10,2,63,1,2,1
138,19,8,3,6,3,1,12,2,2,1
139,19,102,3,1,3,1,8,4,1,1
140,19,102,3,1,10,1,64,1,1,1
141,19,103,4,1,6,2,46,4,1,1
142,19,12,3,1,6,1,48,1,1,1
143,19,104,1,1,10,2,65,1,1,1
144,20,69,3,1,6,2,61,1,1,1
145,20,105,7,1,3,1,16,1,1,1
146,20,106,6,1,3,1,19,1,1,1
147,20,107,1,2,9,2,29,2,1,2
148,20,107,1,2,9,1,58,1,1,2
149,20,83,1,1,7,1,28,1,1,1
150,20,108,2,5,9,1,51,1,2,1
151,20,109,1,1,7,2,66,4,2,1
152,20,110,1,1,3,2,29,3,1,1
153,20,62,3,1,6,1,22,3,2,1
154,20,111,1,1,2,1,15,3,2,1
155,20,86,4,1,3,1,17,5,1,1
156,20,70,5,4,9,1,26,1,1,1
157,20,112,5,1,9,1,4,1,1,1
158,20,113,1,1,10,1,2,2,2,1
159,20,53,3,1,3,1,67,1,1,1
160,20,102,3,1,1,1,25,4,1,1
161,21,114,1,1,3,1,68,4,2,1
162,21,41,3,5,6,1,10,1,2,2
163,21,41,3,5,6,1,28,2,2,2
164,21,1,1,1,7,1,52,1,1,1
165,21,115,1,1,9,2,37,4,1,1
166,21,116,1,1,7,1,69,1,1,1
167,21,15,3,1,5,2,7,1,2,1
168,21,15,3,1,7,2,50,4,1,1
169,21,117,1,6,7,2,23,1,2,1
170,21,63,1,2,10,1,64,1,2,1
171,21,118,1,1,10,1,15,2,2,1
172,21,119,6,1,3,1,24,1,2,1
173,21,120,6,4,5,1,9,3,2,1
174,22,121,3,1,10,1,37,1,1,1
175,22,83,3,2,10,1,29,1,2,1
176,22,122,1,2,3,1,70,1,2,1
177,22,62,3,1,10,2,9,1,1,2
178,22,62,3,1,10,1,71,2,1,2
179,22,123,4,1,9,1,54,5,2,1
180,22,124,1,1,3,1,15,1,1,1
181,22,46,1,1,6,2,19,4,2,1
182,22,46,3,2,10,1,70,1,2,1
183,22,70,6,4,10,1,8,1,2,1
184,22,125,1,1,3,2,72,1,2,1
185,22,126,4,1,10,1,56,1,2,1
186,22,127,4,1,7,1,4,3,1,1
187,22,22,3,1,10,2,37,1,1,1
188,22,128,6,1,3,1,65,1,1,1
189,22,53,3,1,10,2,62,1,1,1
190,22,129,5,4,3,1,73,1,1,1
191,22,130,1,1,7,1,70,1,2,1
192,22,12,3,2,10,2,62,2,2,2
193,22,12,3,2,10,1,74,2,2,2
194,23,7,1,4,7,1,27,3,2,1
195,23,80,1,2,10,2,41,1,2,1
196,23,131,1,1,10,1,14,1,2,1
197,23,132,1,2,9,1,64,2,2,1
198,23,133,5,1,10,1,28,1,1,1
199,24,134,6,4,10,1,75,4,1,2
200,24,134,6,4,10,2,43,4,1,2
201,24,108,6,1,10,2,19,1,1,1
202,24,75,3,1,3,1,53,3,2,1
203,24,62,3,1,6,1,14,4,2,1
204,24,135,1,1,10,1,47,3,1,1
205,24,33,3,2,10,2,45,1,2,1
206,24,136,1,1,3,2,24,2,2,1
207,24,22,3,1,3,1,2,3,2,1
208,24,137,1,1,10,2,9,3,1,1
209,24,138,2,1,7,2,57,1,1,1
210,24,139,7,1,3,1,68,3,1,1
211,25,140,4,1,9,1,76,4,1,1
212,25,81,1,1,3,1,10,1,1,2
213,25,81,1,1,3,2,77,2,1,2
214,25,141,6,4,6,2,56,1,2,1
215,25,142,1,1,5,1,26,1,1,1
216,25,143,1,1,7,1,69,1,1,1
217,26,144,1,1,10,1,54,1,1,1
218,26,41,3,1,6,1,78,1,1,1
219,27,145,6,1,10,1,41,1,1,1
220,27,146,3,2,10,1,31,3,2,1
221,27,147,5,1,9,1,7,1,1,1
222,27,19,3,1,10,2,66,1,2,1
223,27,148,5,1,9,2,58,1,1,1
224,27,149,5,2,9,1,8,1,1,1
225,27,80,3,1,6,1,7,4,1,1
226,27,80,3,1,10,1,28,1,1,1
227,28,106,6,2,10,1,64,1,1,1
228,28,1,3,1,3,1,23,3,2,1
229,28,150,1,1,3,1,31,1,1,1
230,28,151,5,1,6,1,30,2,1,3
231,28,151,5,1,6,1,40,2,1,3
232,28,146,3,4,3,1,78,3,2,1
233,28,46,3,1,10,2,63,2,2,1
234,28,5,3,1,6,1,78,1,1,1
235,28,152,1,1,3,2,1,2,1,1
236,28,19,3,1,10,1,67,3,1,1
237,28,153,5,1,7,2,50,1,1,1
238,28,154,5,1,10,2,42,1,1,2
239,28,154,5,1,10,2,37,2,1,2
240,28,155,5,1,9,1,30,1,1,1
241,28,130,1,1,7,1,48,1,2,1
242,29,156,5,1,10,1,62,1,1,1
243,29,14,3,1,3,1,14,3,1,1
244,29,157,4,1,2,1,14,1,1,1
245,29,61,1,1,9,1,79,2,1,1
246,29,15,3,1,10,1,64,1,2,1
247,29,158,6,1,10,2,56,1,2,1
248,29,75,3,1,3,1,18,3,1,1
249,29,159,5,1,6,1,36,4,1,1
250,29,31,1,1,7,1,14,3,2,1
251,29,5,4,1,10,1,66,3,1,1
252,29,5,1,1,10,2,30,3,2,1
253,29,160,4,1,6,1,40,3,2,1
254,29,161,5,1,7,1,4,3,1,1
255,29,19,3,1,2,1,60,2,2,2
256,29,19,3,1,2,2,22,2,2,2
257,29,162,4,1,9,1,80,2,2,2
258,29,162,4,1,9,2,61,2,2,2
259,29,163,5,1,5,2,63,1,1,1
260,29,164,1,1,3,1,64,3,1,1
261,29,22,3,1,6,1,70,1,1,1
262,29,137,5,1,7,2,52,4,1,1
263,29,165,6,1,10,1,67,1,1,1
264,30,166,5,4,9,1,64,1,1,1
265,30,167,1,1,10,1,19,1,2,1
266,30,116,1,1,10,1,28,1,1,1
267,30,146,3,1,10,1,25,1,2,1
268,30,168,6,1,3,2,81,4,1,1
269,30,15,3,1,6,2,21,3,1,1
270,30,122,4,1,9,1,24,3,1,1
271,30,5,3,1,7,1,24,4,1,1
272,30,63,1,6,5,1,23,1,2,2
273,30,63,1,6,5,1,57,1,2,2
274,30,169,6,1,10,1,30,1,2,1
275,30,113,5,1,9,1,16,1,1,1
276,30,170,1,1,3,1,35,1,2,1
277,30,93,4,1,3,1,2,3,1,1
278,30,171,1,1,9,1,17,3,2,1
279,30,53,3,1,6,1,19,3,2,1
280,30,172,6,1,6,1,14,3,2,1
281,30,8,3,1,6,1,19,3,2,1
282,30,39,7,1,5,2,3,3,1,1
283,31,173,4,1,9,2,2,1,2,1
284,31,1,1,1,6,1,38,1,2,1
285,31,174,6,1,10,1,30,1,2,1
286,31,83,3,1,10,1,5,1,1,1
287,31,78,6,1,1,1,77,4,1,1
288,31,80,3,1,10,2,53,4,1,1
289,31,120,6,1,3,1,28,3,2,1
290,31,175,6,1,7,1,38,1,1,1
291,31,176,5,1,6,1,79,3,1,1
292,32,177,5,1,9,2,41,2,1,1
293,32,178,1,1,3,1,18,1,1,1
294,32,35,6,1,10,2,37,1,1,1
295,32,179,4,1,3,2,24,1,2,1
296,32,22,3,1,7,1,63,4,1,1
297,32,53,3,1,10,1,67,3,2,1
298,32,80,3,1,5,1,82,5,2,1
299,32,180,1,1,7,1,61,3,1,1
300,32,181,1,1,10,1,64,4,1,1
301,32,182,1,1,7,1,28,1,1,1
302,33,183,2,1,7,1,55,4,1,1
303,33,146,4,1,7,2,83,4,1,1
304,33,184,5,4,2,1,45,1,1,1
305,33,46,1,1,3,2,55,1,1,1
306,33,185,4,1,7,2,84,1,2,1
307,33,186,1,1,6,1,59,1,2,1
308,33,19,3,1,6,1,64,3,1,1
309,33,33,5,1,6,1,85,1,1,1
310,33,92,2,4,3,2,75,2,2,2
311,33,92,2,4,3,1,50,2,2,2
312,33,53,3,4,10,1,37,3,2,1
313,34,80,3,1,3,1,30,3,2,1
314,34,180,1,1,5,1,56,1,2,1
315,34,187,1,6,6,1,42,3,2,1
316,34,188,1,1,6,2,14,1,2,1
317,34,189,5,1,6,2,4,1,1,1
318,34,102,1,1,10,2,17,1,1,1
319,34,190,1,1,9,1,2,2,2,4
320,34,190,1,1,9,2,58,2,2,4
321,34,190,1,1,9,1,48,2,2,4
322,34,190,1,1,9,1,58,1,2,4
323,35,191,6,1,10,1,86,1,1,1
324,35,192,6,1,6,1,75,1,2,1
325,35,63,1,1,10,2,50,1,1,1
326,35,19,3,1,6,1,29,1,2,1
327,35,19,2,1,3,1,15,1,1,1
328,35,51,1,1,3,2,57,1,2,1
329,35,79,1,1,7,1,19,3,2,1
330,35,193,6,1,7,2,87,4,1,1
331,36,14,3,1,6,1,45,1,2,2
332,36,14,3,1,6,1,4,3,2,2
333,36,194,5,1,6,1,42,1,1,1
334,36,195,1,1,7,1,56,1,1,1
335,36,196,6,1,7,1,1,1,1,1
336,36,197,6,1,10,1,40,3,2,1
337,36,198,6,1,10,1,40,3,2,1
338,36,137,1,1,2,1,60,1,1,1
339,36,199,6,1,10,1,42,3,2,1
340,36,80,3,1,6,2,1,4,1,1
341,36,200,6,1,6,1,4,4,2,1
342,36,9,1,1,3,1,18,1,2,1
343,36,132,1,1,5,1,45,1,1,1
344,36,201,5,1,9,1,8,1,1,1
345,37,69,3,1,10,1,56,4,1,1
346,37,202,1,1,10,2,40,2,1,2
347,37,202,1,1,10,1,40,2,1,2
348,37,203,2,1,3,1,23,1,1,1
349,37,204,6,1,7,1,88,2,2,1
350,37,28,1,1,7,1,11,3,2,1
351,37,112,5,2,9,1,67,1,1,1
352,37,5,4,1,1,1,17,1,2,1
353,37,128,4,1,6,2,21,2,1,1
354,37,128,6,1,10,1,12,1,1,1
355,37,53,3,1,10,2,40,1,2,1
356,37,8,3,1,10,1,70,1,1,1
357,37,205,6,4,3,1,66,1,2,1
358,37,206,6,1,6,1,19,3,1,1
359,37,207,5,1,7,1,11,5,1,1
360,38,69,3,1,5,1,20,3,1,1
361,38,208,5,1,10,1,45,2,1,1
362,38,1,3,1,5,2,25,4,1,1
363,38,209,6,1,6,1,64,3,2,1
364,38,134,1,1,3,1,29,3,2,1
365,38,210,6,1,3,2,70,1,2,1
366,38,146,3,2,10,1,26,3,2,1
367,38,62,3,1,10,1,67,1,1,1
368,38,86,6,1,7,1,75,5,2,1
369,38,211,6,1,6,2,43,1,2,1
370,38,212,5,1,9,1,38,2,1,1
371,38,213,1,1,10,1,48,1,1,1
372,39,1,3,1,6,1,51,4,1,1
373,39,214,5,1,9,1,70,1,1,1
374,39,215,1,1,3,1,58,3,2,1
375,39,22,3,4,10,1,68,1,1,1
376,39,216,5,1,9,1,27,3,1,1
377,39,217,5,1,3,1,48,1,1,1
378,40,83,1,1,6,1,73,1,2,1
379,40,218,5,1,9,1,10,1,1,1
380,40,62,3,1,10,1,26,1,1,1
381,40,219,6,1,6,1,20,3,2,1
382,40,220,1,1,10,1,60,3,1,1
383,40,221,1,1,6,2,61,4,1,1
384,40,222,1,1,3,1,69,1,2,1
385,40,223,5,1,9,1,47,2,1,1
386,40,224,6,1,6,1,69,4,1,1
387,40,225,6,1,6,1,53,4,2,1
388,40,142,1,1,3,1,42,1,1,2
389,40,142,1,1,3,2,16,2,1,2
390,41,41,3,1,7,1,12,2,1,1
391,41,121,3,2,10,1,19,1,2,1
392,41,121,3,1,10,1,11,1,1,1
393,41,2,6,1,10,1,62,1,2,1
394,41,42,6,1,5,1,58,4,2,1
395,41,109,5,1,9,2,4,1,1,1
396,41,226,6,1,10,1,57,3,2,1
397,41,62,3,1,10,1,27,1,2,2
398,41,62,3,1,10,2,29,2,2,2
399,41,5,3,1,10,1,22,1,1,1
400,41,33,3,1,10,1,42,3,2,1
401,41,170,2,5,3,2,47,1,2,1
402,41,227,1,1,6,2,26,4,1,1
403,41,139,1,1,5,1,74,4,2,1
404,42,80,3,1,5,1,8,3,2,1
405,42,228,1,1,7,1,70,4,2,1
406,42,229,5,1,6,1,78,4,1,1
407,42,9,1,1,6,1,57,1,2,1
408,42,230,1,1,10,1,45,1,2,1
409,42,81,3,1,10,1,56,1,1,1
410,43,231,6,1,7,2,42,1,1,1
411,43,41,5,1,9,1,64,1,1,1
412,43,232,6,4,6,2,56,1,2,1
413,44,233,3,4,3,1,70,1,2,1
414,44,146,1,1,10,1,2,1,2,1
415,44,195,4,1,9,1,63,3,2,1
416,44,96,5,1,6,1,32,1,1,1
417,44,234,1,1,10,1,52,3,1,1
418,44,235,5,1,5,1,19,1,1,1
419,44,89,6,1,6,1,65,5,2,1
420,44,236,1,1,3,1,37,1,2,1
421,44,237,6,1,6,1,15,4,1,1
422,44,238,1,1,7,1,67,6,2,1
423,44,239,4,1,1,1,38,4,1,1
424,45,240,2,1,10,1,5,4,1,1
425,45,25,1,1,3,1,67,6,1,2
426,45,25,1,1,3,1,19,3,1,2
427,45,62,3,1,3,1,7,3,2,1
428,45,159,5,1,9,1,87,1,1,1
429,45,5,2,1,3,2,43,1,2,1
430,45,241,6,1,3,2,22,4,1,1
431,45,149,1,1,7,1,55,1,1,1
432,45,7,1,1,10,2,75,2,1,1
433,45,242,6,1,10,1,31,1,1,2
434,45,242,6,1,10,1,64,2,1,2
435,45,243,6,1,3,1,89,2,2,1
436,45,102,1,1,10,1,42,1,1,1
437,45,102,3,1,3,1,30,3,1,1
438,45,244,5,1,9,1,90,2,1,3
439,45,244,5,1,9,2,19,2,1,3
440,45,244,5,1,9,2,3,2,1,3
441,45,245,6,1,6,1,12,1,1,1
442,46,69,3,1,7,1,19,1,1,1
443,46,246,6,1,6,1,2,3,2,1
444,46,247,5,1,10,1,68,1,1,1
445,46,1,3,1,6,1,4,3,1,1
446,46,248,6,1,6,2,54,4,1,1
447,46,27,4,1,3,1,38,5,1,1
448,46,76,6,1,10,1,30,3,1,1
449,46,5,3,1,10,2,25,2,2,4
450,46,5,3,1,10,2,29,2,2,4
451,46,5,3,1,10,1,68,2,2,4
452,46,36,6,1,10,1,11,1,1,1
453,46,249,5,1,3,1,53,1,1,1
454,47,46,3,1,10,1,78,1,1,1
455,47,250,6,4,7,2,22,5,2,1
456,47,19,3,4,10,1,86,1,2,1
457,47,251,4,1,3,1,63,3,1,1
458,47,252,6,1,6,1,87,4,1,1
459,47,22,3,1,6,2,64,4,1,1
460,47,253,4,1,9,2,64,1,1,1
461,47,254,2,1,5,1,67,1,1,1
462,48,41,3,2,10,1,8,1,2,1
463,48,255,5,1,9,1,18,1,1,1
464,48,256,6,1,10,1,26,1,2,1
465,48,235,6,4,1,1,25,4,1,1
466,48,165,1,1,5,1,7,3,2,1
467,48,120,5,1,6,1,66,3,1,1
468,48,8,4,1,9,1,55,4,1,1
469,48,257,6,1,6,1,14,5,2,1
470,48,258,6,1,6,1,40,3,1,1
471,48,259,4,1,10,1,72,1,1,1
472,49,15,3,1,3,1,6,3,1,1
473,49,260,6,1,3,1,23,3,2,1
474,49,62,3,4,6,1,44,4,2,1
475,49,80,3,2,10,2,51,2,2,1
476,49,8,3,1,10,2,91,2,1,1
477,49,261,5,7,9,1,51,1,1,1
478,49,262,4,1,10,1,6,1,1,1
479,49,263,5,1,3,2,91,2,1,1
480,50,146,3,1,6,1,52,4,1,1
481,50,264,4,1,10,1,20,1,1,1
482,50,46,3,1,10,1,87,1,1,1
483,50,265,8,1,8,1,46,1,2,2
484,50,265,8,1,8,1,7,1,2,2
485,50,265,8,1,8,2,26,2,2,1
486,50,266,2,1,10,1,41,1,2,2
487,50,266,2,1,10,1,14,2,2,2
488,50,63,6,1,10,2,22,2,2,2
489,50,63,6,1,10,1,17,1,2,2
490,50,32,8,1,9,2,27,2,1,2
491,50,32,8,1,9,1,45,2,1,2
492,50,22,3,1,6,1,28,3,1,1
493,50,22,1,1,3,1,37,3,2,1
494,50,93,8,4,8,1,68,1,2,1
495,50,128,1,1,5,1,11,4,1,1
496,51,142,1,1,3,1,39,2,1,1
497,52,267,1,1,10,1,14,3,2,1
498,52,268,1,1,7,2,73,4,1,1
499,52,226,5,1,3,1,55,1,1,1
500,52,96,5,1,9,2,48,1,1,1
501,52,269,2,5,6,1,21,1,2,1
502,52,270,1,2,9,1,9,1,2,1
503,52,271,1,1,10,1,29,1,2,1
504,52,272,4,1,7,1,43,4,1,1
505,52,19,3,4,6,1,58,4,2,1
506,52,78,6,1,10,1,47,3,1,1
507,52,22,5,1,6,1,24,4,1,1
508,52,273,1,1,10,1,54,1,1,1
509,52,274,6,1,10,1,42,1,2,2
510,52,274,6,1,10,1,21,1,2,2
511,52,275,1,2,9,1,12,1,2,2
512,52,275,1,2,9,1,26,1,2,2
513,52,276,8,1,6,2,67,4,1,1
514,53,277,1,1,5,1,67,1,1,1
515,53,41,3,1,3,1,30,1,1,1
516,53,61,2,1,3,1,42,3,2,2
517,53,61,2,1,3,1,28,3,2,2
518,53,278,6,2,6,1,72,1,2,1
519,53,279,5,1,9,1,78,1,1,1
520,53,19,3,1,5,1,46,3,1,1
521,53,19,3,1,10,1,63,1,2,2
522,53,19,3,1,10,1,9,1,2,2
523,53,20,6,1,10,1,5,1,1,1
524,53,33,1,1,7,1,38,3,1,1
525,53,280,1,1,6,1,45,3,2,1
526,53,281,5,1,6,1,48,2,2,1
527,54,114,1,1,10,1,62,1,1,1
528,54,282,2,1,7,1,48,2,2,1
529,54,145,1,1,3,1,39,1,1,1
530,54,283,5,1,9,1,69,1,1,1
531,54,284,6,1,6,1,2,2,1,1
532,54,234,8,1,9,1,92,2,1,1
533,54,147,6,4,3,1,56,4,1,1
534,54,285,6,1,7,1,26,5,1,1
535,54,98,6,1,6,2,70,5,2,1
536,54,5,1,1,10,1,67,2,1,3
537,54,5,1,1,10,2,48,2,1,3
538,54,5,1,1,10,2,67,2,1,3
539,54,19,3,1,10,1,59,1,2,1
540,54,78,1,1,3,2,9,1,2,2
541,54,78,1,1,3,1,47,2,2,2
542,54,113,1,1,3,1,39,3,2,1
543,54,53,3,1,6,1,26,5,1,1
544,54,53,3,1,10,1,3,1,1,1
545,54,54,1,1,10,1,44,1,1,1
546,55,107,3,1,6,1,3,1,1,1
547,55,1,3,1,3,1,7,5,2,1
548,55,83,3,1,1,1,70,1,1,1
549,55,286,4,1,6,1,46,1,1,1
550,55,75,1,2,7,1,44,1,1,1
551,55,287,6,1,10,2,68,1,2,2
552,55,287,6,1,10,1,91,2,2,2
553,55,46,3,4,10,1,21,1,2,1
554,55,5,3,1,6,1,64,3,2,1
555,55,288,4,1,10,1,88,1,2,1
556,55,53,3,1,6,1,23,3,2,1
557,55,289,5,1,7,1,58,3,1,1
558,55,227,4,1,7,2,32,1,2,1
559,55,188,1,2,10,1,53,1,2,1
560,56,290,6,2,10,1,44,1,1,1
561,56,233,6,1,7,1,2,3,2,1
562,56,291,4,1,6,2,87,4,1,1
563,56,15,3,1,6,1,16,3,2,1
564,56,292,1,1,2,1,4,1,2,1
565,56,293,6,1,7,2,27,4,1,1
566,56,294,8,1,9,1,78,1,1,1
567,56,33,3,6,6,1,77,5,2,1
568,56,295,1,1,10,1,26,1,1,1
569,56,171,1,1,10,1,45,3,1,1
570,56,139,1,1,7,1,50,4,1,1
571,56,94,6,1,6,1,12,3,2,1
572,56,296,6,1,6,1,68,1,2,1
573,56,8,3,2,6,1,58,3,2,1
574,56,9,6,1,10,1,3,1,2,1
575,56,297,5,1,9,1,62,1,1,1
576,56,275,3,2,10,1,29,2,2,2
577,56,275,3,2,10,1,44,1,2,2
578,56,67,5,1,6,1,62,4,1,1
579,57,69,6,1,6,1,21,1,1,1
580,57,298,1,1,6,1,45,2,2,1
581,57,25,5,1,2,2,72,1,1,2
582,57,25,5,1,2,1,63,2,1,2
583,57,299,5,1,6,1,81,2,1,1
584,57,300,6,1,6,1,8,1,1,1
585,57,301,5,1,9,1,30,1,1,1
586,57,15,3,2,10,1,4,1,2,1
587,57,234,1,1,10,2,86,1,1,1
588,57,58,5,4,9,1,7,1,1,1
589,57,75,3,1,5,1,2,2,1,1
590,57,122,1,2,3,1,6,1,2,1
591,57,5,1,1,10,1,71,2,1,1
592,57,302,6,1,10,2,45,2,2,2
593,57,302,6,1,10,1,48,1,2,2
594,57,51,1,1,5,1,43,1,2,1
595,57,93,6,4,10,1,48,1,2,1
596,57,65,6,1,10,1,48,1,1,1
597,57,303,6,1,5,2,16,3,1,1
598,57,68,5,4,6,1,16,2,2,1
599,58,304,5,4,9,2,50,2,1,2
600,58,304,5,4,9,2,71,1,1,2
601,58,49,6,1,3,1,78,1,1,1
602,58,19,3,1,3,2,3,1,1,2
603,58,19,3,1,3,1,90,2,1,2
604,58,19,3,1,10,1,48,1,1,1
605,58,305,6,1,3,1,67,3,1,1
606,58,306,4,1,3,1,60,1,2,1
607,58,7,1,1,7,1,5,4,1,1
608,58,227,1,1,6,1,43,4,1,1
609,59,54,1,1,6,1,40,3,2,1
610,59,307,6,1,3,1,28,4,1,1
611,59,23,6,1,6,2,8,4,2,1
612,59,12,3,6,1,1,57,4,1,1
613,60,107,3,1,5,2,41,2,1,1
614,61,308,4,1,6,2,32,1,2,1
615,61,234,1,1,10,1,6,1,1,1
616,61,234,4,1,7,1,88,1,1,1
617,61,75,3,1,10,2,61,2,2,3
618,61,75,3,1,10,1,47,1,2,3
619,61,75,3,1,10,1,92,2,2,3
620,61,147,6,1,3,2,75,4,1,1
621,61,62,3,1,10,1,51,3,2,1
622,61,309,6,1,6,1,50,4,1,1
623,61,163,4,1,3,1,26,2,1,1
624,61,170,1,1,3,1,32,1,1,1
625,61,220,1,1,10,1,31,1,2,1
626,61,100,1,5,9,1,2,1,2,1
627,61,310,1,1,3,2,24,1,1,1
628,61,311,5,1,2,1,12,2,1,3
629,61,311,5,1,2,1,41,2,1,3
